first_name	last_name	U		0		state		
Alex	Doughnut	M	10051963	0		VT	7815656545	
Thomas	Do	M	10101911	0		VT	2848558892	
Alex	Crisp	F	07041997	0		TX	2546347963	
Alex	Doughnut	F	08101947	0		TX	8597332665	
Carman	Doughnut	F	26071945	0		IA	1857453966	
Thomas	Doughnut	M	13072010	0		VT	5301237779	
Ben	Doughnut	M	10051989	0		IA	16422503771	
Jim	Sourdough	M	26011965	0		TX	3096936089	
Todd	Fryer	M	12102022	0		TX	6611953767	
Asheley	Fryer	F	02101915	0		CA	8108906958	
Carman	Crisp	F	19042012	0		IA	5681106116	
Thomas	Doughnut	M	07121942	0		TX	8017392805	
Alex	Do	F	29081928	0		CA	15763336188	
Lisa	Doughnut	F	04081928	0		VT	8335663054	
Carman	Dough	F	13052026	0		IA	5135266680	
Lisa	Curler	F	05041943	0		VT	3881011717	
Alex	Doe	F	26121912	0		TX	5506182311	
Jim	Doughnut	M	24101992	0		CA	2455151361	
Alex	Dough	F	03072025	0		VT	6221365523	
Lisa	Doughnut	F	27022029	0		CA	5974573697	
Carman	Doe	F	08092018	0		VT	5234303057	
Asheley	Doughnut	F	27062027	0		IA	17796852407	
Carman	Dough	F	30102007	0		IA	15787034811	
Carman	Doughnut	F	13071971	0		CA	4258913634	
Ashleigh	Doughnut	F	29051912	0		CA	13966228243	
Alex	Do	M	20061918	0		IA	4593161490	
Alex	Do	M	06022006	0		VT	14651443804	
Todd	Doughnut	M	24011971	0		CA	6695338974	
John	Sourdough	M	29061925	0		TX	4984838992	
Lisa	Dough	F	22121939	0		IA	6816858917	
Ashleigh	Crisp	F	14121999	0		VT	4617454744	
Thomas	Doughnut	M	21051934	0		CA	1337872201	
Thomas	Crisp	M	20041971	0		VT	4594494081	
Todd	Dough	M	06061917	0		TX	3954902022	
Carman	Crisp	F	12032016	0		VT	7762174619	
Ashleigh	Crisp	F	07041993	0		TX	16513895531	
Jim	Doe	M	22041971	0		VT	3236148523	
Thomas	Do	M	04082011	0		CA	6245316249	
Ashleigh	Doe	F	30061967	0		TX	3445788549	
Ashleigh	Do	F	14101977	0		CA	7196828524	
Ashleigh	Doughnut	F	21091946	0		IA	4988551729	
Alex	Curler	M	15031996	0		IA	2145952920	
Jim	Dough	M	14011945	0		IA	6292035312	
Ashleigh	Doughnut	F	26041970	0		VT	5162646500	
Alex	Sourdough	M	05011968	0		CA	5106883152	
Todd	Fryer	M	17031933	0		TX	7188441574	
Jim	Curler	M	25022019	0		VT	5125833809	
Carman	Dough	F	16101953	0		CA	5472748747	
Carman	Curler	F	17032012	0		CA	2592431132	
Ashleigh	Sourdough	F	19122004	0		VT	16456296600	
Ashleigh	Dough	F	05072015	0		VT	3796821284	
Ashleigh	Do	F	18051980	0		CA	7658766256	
Ashleigh	Do	F	27071918	0		CA	2697033745	
Lisa	Doe	F	27121938	0		TX	8228547632	
Lisa	Do	F	10041935	0		IA	3033824509	
Lisa	Sourdough	F	15072019	0		CA	5476072313	
Alex	Doe	F	26041922	0		TX	8265621023	
John	Sourdough	M	02111916	0		CA	2071756923	
Alex	Fryer	F	06042031	0		TX	5637328763	
Carman	Do	F	30011948	0		TX	5516995710	
Jim	Doughnut	M	09041992	0		VT	2948324318	
Alex	Crisp	F	04031995	0		VT	14346572849	
Lisa	Sourdough	F	23061912	0		CA	2158721234	
Jim	Do	M	16121937	0		IA	4684701767	
Todd	Do	M	09051964	0		VT	12311522653	
Asheley	Do	F	17051969	0		IA	18047918307	
Carman	Curler	F	30051915	0		CA	5454753798	
Ashleigh	Doughnut	F	10051917	0		CA	17861611990	
Ben	Crisp	M	04121933	0		VT	3558961164	
Alex	Dough	F	22091998	0		TX	14265111785	
Alex	Crisp	M	26021913	0		VT	4365791752	
Carman	Curler	F	25072016	0		VT	7895304687	
Ben	Doughnut	M	28101975	0		VT	1275813960	
Ashleigh	Do	F	19101928	0		TX	5375676763	
Lisa	Do	F	11081918	0		VT	18235386935	
Alex	Crisp	M	18102023	0		CA	2363195202	
Jim	Doe	M	25021919	0		TX	16283416866	
Todd	Doe	M	25021991	0		TX	2421256524	
Ben	Sourdough	M	04011930	0		TX	2283721782	
Ben	Crisp	M	25092014	0		IA	6325445263	
John	Fryer	M	01111928	0		VT	4025276332	
Jim	Fryer	M	23112012	0		VT	1378003388	
Alex	Doe	M	21061989	0		CA	4963613694	
Alex	Do	M	07031918	0		IA	3848654078	
Todd	Doughnut	M	29071977	0		IA	17026978834	
Ben	Doe	M	21081925	0		IA	6457203142	
John	Doe	M	30112026	0		CA	8115721499	
Jim	Doe	M	03062023	0		CA	1467301558	
Alex	Sourdough	F	13022016	0		VT	2315128222	
Lisa	Curler	F	13092021	0		TX	4351105702	
Ashleigh	Doughnut	F	10041975	0		CA	4418415197	
Ashleigh	Fryer	F	06021928	0		CA	5257197891	
Asheley	Crisp	F	18051980	0		TX	11385145964	
Lisa	Curler	F	09072021	0		IA	13814843793	
Ben	Doughnut	M	18121951	0		VT	1954495837	
Todd	Doe	M	20051916	0		CA	1831165333	
Thomas	Sourdough	M	30011959	0		TX	15554397905	
Thomas	Sourdough	M	04061966	0		CA	12047684814	
Asheley	Sourdough	F	22051971	0		VT	5538157035	
Jim	Doughnut	M	26042022	0		CA	4971728815	
Todd	Doughnut	M	06051940	0		CA	1138403134	
Carman	Doe	F	19011939	0		VT	5834294735	
Ben	Doe	M	07081949	0		VT	17805762392	
Todd	Fryer	M	14031937	0		CA	8251132279	
Lisa	Curler	F	15111929	0		CA	16412842223	
Thomas	Do	M	17062010	0		CA	5437145159	
Alex	Fryer	M	02071974	0		IA	2218005428	
Asheley	Doe	F	11041987	0		IA	1041155092	
Asheley	Curler	F	10081983	0		TX	1525357846	
Thomas	Dough	M	24031940	0		IA	7152536930	
John	Dough	M	20042007	0		CA	8404347554	
Alex	Fryer	M	14121932	0		VT	6927677151	
Ashleigh	Dough	F	05072020	0		CA	2894047407	
Lisa	Fryer	F	14112030	0		CA	4275661924	
Carman	Crisp	F	14061948	0		VT	4948145179	
Alex	Fryer	M	27012030	0		TX	13262215528	
Lisa	Curler	F	17041917	0		VT	7505591999	
Jim	Doughnut	M	02121946	0		IA	3614085533	
Ashleigh	Sourdough	F	21041982	0		CA	14275722771	
Alex	Doughnut	F	09051978	0		TX	2362953581	
Alex	Doughnut	M	29101998	0		IA	1793693319	
Asheley	Sourdough	F	20092012	0		CA	3042218178	
John	Crisp	M	20041930	0		VT	3633445262	
Thomas	Dough	M	12111925	0		IA	2931384295	
John	Doe	M	30031983	0		TX	4541075960	
Ashleigh	Do	F	28102020	0		CA	8831185676	
Ashleigh	Do	F	25021961	0		CA	11357717582	
Ashleigh	Crisp	F	06041933	0		CA	7771912409	
Carman	Dough	F	30101960	0		VT	8262066369	
Carman	Fryer	F	08051946	0		VT	8647825852	
Thomas	Dough	M	01071938	0		VT	5737733755	
John	Sourdough	M	13051937	0		TX	7823345135	
Jim	Dough	M	21112024	0		VT	1262928416	
Todd	Dough	M	13051978	0		TX	5347747272	
Thomas	Dough	M	03082020	0		CA	8405987397	
Thomas	Doughnut	M	23042011	0		CA	3088956157	
Carman	Sourdough	F	07081917	0		TX	3186286267	
Ben	Crisp	M	31031912	0		VT	15258004989	
Todd	Sourdough	M	26051917	0		IA	15447053512	
Alex	Crisp	M	21081997	0		CA	4345083045	
Lisa	Do	F	15081976	0		CA	14657036897	
John	Do	M	30082010	0		TX	16685814588	
John	Dough	M	10081968	0		VT	2473385948	
Ashleigh	Doe	F	29061991	0		TX	13176948573	
Alex	Dough	M	09111943	0		VT	2522598120	
Todd	Crisp	M	14081962	0		TX	5956074057	
Asheley	Sourdough	F	12071946	0		TX	4114232793	
Ben	Sourdough	M	28101975	0		TX	1504647546	
Ben	Curler	M	23082005	0		IA	1601387988	
Ashleigh	Sourdough	F	20092000	0		CA	1082978542	
Ben	Dough	M	09061954	0		CA	17282738431	
Carman	Dough	F	28071931	0		CA	13452218814	
Lisa	Fryer	F	23051918	0		VT	14813094825	
Lisa	Sourdough	F	29071916	0		IA	15841592479	
Alex	Dough	F	20052031	0		VT	3074945766	
Carman	Fryer	F	01031944	0		VT	3927113424	
John	Do	M	15081945	0		IA	7113122051	
Carman	Sourdough	F	28031982	0		IA	4228477980	
Lisa	Crisp	F	09072013	0		CA	4853975262	
Ben	Doughnut	M	05022018	0		IA	4876645193	
Alex	Crisp	F	11071920	0		TX	3043477466	
Thomas	Doughnut	M	04022005	0		CA	13528647343	
Jim	Do	M	24031962	0		CA	11406826310	
Thomas	Doughnut	M	20111932	0		IA	16482408182	
Carman	Do	F	30031962	0		IA	1676528026	
Asheley	Curler	F	07101914	0		CA	6658341648	
Carman	Sourdough	F	19031981	0		CA	1933058538	
Ben	Sourdough	M	05091982	0		CA	15935107109	
Carman	Curler	F	13121913	0		IA	17342266999	
Alex	Curler	F	12041914	0		TX	5926565633	
Asheley	Do	F	21112002	0		VT	8294688495	
Ashleigh	Dough	F	10031970	0		CA	5075503567	
Ben	Curler	M	17012004	0		CA	1371491809	
Asheley	Doughnut	F	07101941	0		TX	15775627674	
Carman	Doe	F	04111954	0		VT	3511404975	
Alex	Curler	M	27042022	0		CA	4394203989	
Ben	Fryer	M	26121955	0		VT	3094714969	
Todd	Sourdough	M	05022025	0		TX	3972706661	
Alex	Doughnut	M	27072023	0		TX	5522817946	
Ben	Curler	M	02111998	0		IA	15541538205	
Alex	Do	F	10021952	0		VT	5101775623	
Alex	Dough	M	23011941	0		TX	13992953039	
John	Doe	M	23061992	0		VT	3426664089	
Ben	Crisp	M	17021930	0		VT	6428186067	
Carman	Fryer	F	08011990	0		CA	13538486519	
Alex	Dough	F	30011976	0		IA	16295817827	
John	Doughnut	M	31082007	0		CA	17407374643	
Todd	Crisp	M	18011972	0		IA	4515894779	
Alex	Dough	F	22071996	0		VT	7005665161	
Ashleigh	Doe	F	19101922	0		TX	3327393253	
Jim	Dough	M	12121977	0		TX	5445323353	
Lisa	Doughnut	F	21011982	0		IA	4897997290	
Carman	Doughnut	F	12121930	0		IA	6715106883	
Lisa	Do	F	11011931	0		TX	16367136613	
Alex	Crisp	F	30071916	0		TX	4418045017	
Lisa	Curler	F	12071928	0		CA	2265323778	
Lisa	Curler	F	05112012	0		CA	8106206458	
Thomas	Fryer	M	27012016	0		IA	1817764521	
Carman	Fryer	F	29091935	0		IA	12522495933	
John	Do	M	12121958	0		VT	2441734897	
Lisa	Doe	F	15092023	0		IA	3517508441	
Carman	Doe	F	29101986	0		VT	7786678477	
Ashleigh	Sourdough	F	17032004	0		TX	13776616193	
Ashleigh	Dough	F	26062007	0		VT	2617365399	
Ben	Fryer	M	15041978	0		IA	6275552489	
Ashleigh	Doe	F	23031995	0		VT	1926254694	
Lisa	Curler	F	03051920	0		VT	3144543982	
Ben	Crisp	M	21022008	0		VT	5452801325	
Asheley	Crisp	F	09111967	0		IA	7922583363	
Ben	Curler	M	13112014	0		TX	4598082552	
John	Crisp	M	18011983	0		IA	6362054483	
Asheley	Curler	F	06011923	0		TX	1307646092	
Todd	Sourdough	M	29081983	0		IA	4128988761	
Ashleigh	Sourdough	F	08082030	0		VT	7418722137	
Alex	Doughnut	F	30071971	0		VT	5815972154	
Ben	Do	M	24052018	0		TX	5248814275	
Lisa	Doe	F	25041971	0		CA	3322756383	
Thomas	Crisp	M	23121926	0		TX	3848348571	
Carman	Curler	F	01061965	0		CA	12741805937	
Jim	Doe	M	13081991	0		IA	4912564954	
Todd	Curler	M	22021947	0		VT	7625954611	
Todd	Curler	M	29111922	0		TX	4477414741	
Ashleigh	Doe	F	26051953	0		IA	1841913080	
Alex	Doughnut	M	16081958	0		CA	17547272582	
John	Doughnut	M	30061933	0		TX	6624718433	
Todd	Dough	M	29042023	0		CA	7612411654	
Thomas	Fryer	M	01121951	0		CA	5121855800	
John	Do	M	06011956	0		VT	15392246400	
Lisa	Fryer	F	16041982	0		VT	8575883261	
Todd	Doe	M	28071913	0		TX	5326926916	
Alex	Dough	F	25111924	0		VT	17598571638	
Carman	Doe	F	23021989	0		CA	11815152711	
Asheley	Doughnut	F	06071918	0		VT	2048098076	
Lisa	Doe	F	23012015	0		VT	12158935237	
Carman	Dough	F	13011922	0		IA	6988064556	
Todd	Crisp	M	13082022	0		TX	8807724355	
John	Crisp	M	24022021	0		CA	4673758967	
Ben	Dough	M	18111966	0		CA	3308535070	
Carman	Doe	F	12101922	0		TX	4261898481	
Thomas	Curler	M	29061949	0		VT	4935234970	
Ashleigh	Sourdough	F	25081957	0		IA	5832607016	
Carman	Doughnut	F	14071999	0		IA	2048865604	
Alex	Doughnut	M	08031995	0		TX	4837444471	
Alex	Fryer	F	19071956	0		IA	4588991077	
Todd	Dough	M	25102004	0		TX	18684025658	
Lisa	Do	F	26042023	0		CA	2537575386	
John	Doughnut	M	25052015	0		CA	2221464551	
Jim	Do	M	05111937	0		TX	1007877351	
Ashleigh	Sourdough	F	20112011	0		IA	5762126373	
Carman	Fryer	F	10041944	0		CA	1868728054	
Carman	Sourdough	F	07121920	0		TX	4218328570	
Lisa	Crisp	F	10112018	0		IA	6457373833	
Asheley	Do	F	13021929	0		TX	16325394634	
Asheley	Curler	F	15041914	0		CA	1378475092	
Asheley	Doe	F	24031959	0		VT	5752802208	
Alex	Doughnut	M	08031989	0		CA	2922733925	
Ashleigh	Curler	F	06071987	0		IA	4216715869	
Jim	Doe	M	21051992	0		IA	17431721601	
Ben	Curler	M	28011942	0		IA	3765122245	
Asheley	Dough	F	23071932	0		CA	7851718558	
Ashleigh	Crisp	F	10071915	0		CA	7048543108	
Asheley	Curler	F	26032012	0		VT	2085023710	
Ben	Crisp	M	06082008	0		IA	4611304797	
Ben	Sourdough	M	20081983	0		CA	5967552820	
Alex	Curler	M	16091928	0		TX	15146827921	
Carman	Doughnut	F	05011922	0		CA	11782236733	
Carman	Curler	F	30081964	0		VT	7361444734	
Ben	Doughnut	M	15071940	0		VT	5695327819	
Todd	Curler	M	06091999	0		IA	4136141152	
Jim	Crisp	M	03051955	0		IA	4872708290	
Jim	Do	M	25111970	0		VT	7967947154	
Carman	Doughnut	F	06072018	0		VT	3891762921	
Ashleigh	Crisp	F	25091985	0		CA	4194462257	
Ashleigh	Crisp	F	04101925	0		IA	6497163566	
Alex	Sourdough	F	08061923	0		IA	12356836358	
Thomas	Sourdough	M	24092029	0		VT	15721084071	
Alex	Sourdough	F	05021941	0		CA	13864316862	
Asheley	Sourdough	F	06041947	0		IA	13221073561	
Alex	Curler	F	12102017	0		VT	2848051895	
Alex	Sourdough	F	28021939	0		VT	15978717482	
Todd	Crisp	M	28081915	0		IA	15966563737	
Jim	Dough	M	19081968	0		CA	6308373178	
Asheley	Doughnut	F	07032011	0		VT	1777621205	
Ben	Do	M	13091928	0		TX	13398704461	
Thomas	Doe	M	09102029	0		TX	12192798536	
Thomas	Sourdough	M	10052011	0		VT	1035951198	
Ben	Fryer	M	30061942	0		CA	4084167298	
Thomas	Doe	M	25041995	0		CA	1814806528	
John	Dough	M	05031998	0		VT	2662851059	
Alex	Sourdough	M	23061916	0		VT	2984398608	
Alex	Curler	F	12122027	0		TX	5732226382	
Thomas	Doe	M	20021949	0		IA	3016015207	
Lisa	Dough	F	13011970	0		TX	4391906778	
Thomas	Dough	M	12071984	0		IA	7388257861	
Thomas	Doughnut	M	22071949	0		CA	1685201240	
Thomas	Doe	M	25111915	0		IA	5141454477	
Asheley	Fryer	F	09112016	0		CA	1125258188	
Ben	Curler	M	07101918	0		VT	3063353343	
John	Fryer	M	22111980	0		VT	1236266088	
Alex	Crisp	F	19101999	0		IA	3343183734	
Lisa	Doughnut	F	04021997	0		TX	5946332451	
Jim	Doughnut	M	16041946	0		VT	7868614435	
Ashleigh	Crisp	F	08111918	0		IA	1956632966	
Alex	Curler	F	24102030	0		TX	17281572188	
Ashleigh	Doughnut	F	20012000	0		TX	12017643686	
Alex	Curler	F	06051938	0		VT	12591803573	
Asheley	Fryer	F	03051937	0		VT	14681838079	
Carman	Fryer	F	14071958	0		IA	12427623876	
Ben	Doe	M	07122026	0		VT	5288905616	
Carman	Do	F	28082011	0		IA	8847406235	
Lisa	Doughnut	F	14111925	0		VT	3453776074	
Alex	Sourdough	F	24041926	0		VT	3003758008	
Lisa	Doe	F	27092021	0		IA	14768677188	
Todd	Curler	M	28071983	0		TX	13054758556	
Alex	Doe	F	19051957	0		CA	7171664794	
Alex	Dough	F	15072005	0		IA	7006465286	
Alex	Fryer	F	11072002	0		TX	6143954606	
Lisa	Fryer	F	17091925	0		CA	5263008343	
Asheley	Doe	F	28081970	0		CA	4653191498	
Ben	Doughnut	M	22051932	0		IA	3273748344	
Alex	Fryer	F	29081943	0		CA	18023322724	
Alex	Dough	F	31101962	0		VT	7305111251	
Carman	Curler	F	28051965	0		IA	6966598145	
Ben	Curler	M	01111998	0		TX	1896165245	
Lisa	Curler	F	31051925	0		TX	16322624390	
Ben	Do	M	15101920	0		IA	8005053278	
Thomas	Doughnut	M	07071971	0		CA	1691225877	
Ashleigh	Fryer	F	04052000	0		TX	6844405185	
Ben	Dough	M	01112003	0		TX	5177624860	
Thomas	Dough	M	12071956	0		VT	6188847369	
Ben	Doughnut	M	05021955	0		CA	6736386805	
John	Fryer	M	06022029	0		TX	1217196603	
Thomas	Doe	M	29071989	0		CA	5428222437	
Alex	Crisp	M	14011950	0		IA	5103452026	
Alex	Curler	F	04042020	0		VT	4876192220	
John	Do	M	31071921	0		VT	8787278853	
Ben	Do	M	22122005	0		VT	3091636440	
Ashleigh	Sourdough	F	25011918	0		VT	7861621287	
John	Doughnut	M	27031912	0		TX	18934062981	
Todd	Do	M	12021912	0		CA	6405687328	
Thomas	Doe	M	16111940	0		IA	1453608015	
Alex	Do	F	18102026	0		VT	5218186620	
Alex	Fryer	F	18071999	0		CA	13116784898	
Alex	Dough	F	16031918	0		IA	13455673224	
Ben	Curler	M	15091959	0		VT	7185608712	
Carman	Fryer	F	19081912	0		IA	1878121287	
Ben	Doughnut	M	26111998	0		IA	4038306228	
Ashleigh	Curler	F	02051998	0		TX	6935703013	
Ben	Do	M	24082030	0		IA	8967264070	
Jim	Doughnut	M	22041973	0		VT	1127228586	
Alex	Fryer	M	12121985	0		TX	12142272298	
Ashleigh	Do	F	04041991	0		VT	3513974271	
Ashleigh	Do	F	31102009	0		TX	1902173053	
Carman	Doughnut	F	10041945	0		VT	2792436359	
Todd	Curler	M	26111924	0		TX	8662186775	
Ashleigh	Crisp	F	30011969	0		TX	3466928056	
John	Doughnut	M	08021994	0		CA	8607656586	
Alex	Dough	M	23021963	0		IA	2534192586	
Jim	Curler	M	05061913	0		CA	15516248154	
Thomas	Curler	M	24101936	0		TX	8545576509	
Carman	Curler	F	08091966	0		IA	8498467176	
Alex	Crisp	M	13111925	0		TX	15726795084	
Asheley	Sourdough	F	06011958	0		IA	7115757392	
John	Doe	M	18071970	0		CA	5892814503	
Alex	Doe	M	02022023	0		VT	12106888191	
Lisa	Do	F	11121968	0		TX	16128755001	
Lisa	Doe	F	09121943	0		TX	12157182921	
Ben	Curler	M	28041957	0		TX	12474007569	
Lisa	Doe	F	25071932	0		VT	6866194901	
Carman	Sourdough	F	08021997	0		IA	4312733300	
Todd	Doe	M	20011939	0		VT	8311637080	
Jim	Do	M	20112025	0		IA	16983876169	
Jim	Crisp	M	02071984	0		VT	3746981052	
Alex	Crisp	F	22121996	0		CA	1593187601	
Alex	Do	M	05071923	0		TX	4181757526	
Alex	Doughnut	F	14121952	0		CA	11586454447	
Ben	Sourdough	M	25031950	0		CA	3286426890	
Jim	Sourdough	M	23091997	0		CA	1674223846	
Carman	Sourdough	F	13091912	0		IA	1286041520	
Alex	Curler	M	25091925	0		CA	1854906682	
Thomas	Fryer	M	15021955	0		CA	8334327268	
Ben	Do	M	23092000	0		VT	11744301173	
Ben	Dough	M	23021980	0		VT	8451178105	
Ashleigh	Sourdough	F	17092011	0		VT	14248824679	
Alex	Fryer	F	20011968	0		VT	3657621332	
Carman	Sourdough	F	29021960	0		VT	4663671326	
Carman	Crisp	F	25072029	0		CA	7904897230	
Thomas	Sourdough	M	15041939	0		IA	5625222834	
Alex	Fryer	M	09122004	0		VT	6751114493	
Alex	Do	M	23021999	0		TX	8058716774	
Alex	Curler	M	21091957	0		CA	4673483532	
Carman	Curler	F	08111948	0		CA	6351613317	
Jim	Do	M	12121965	0		TX	5662571044	
Carman	Doe	F	24061965	0		CA	1432487784	
Alex	Dough	F	09041915	0		TX	8412314372	
Ashleigh	Crisp	F	23031951	0		IA	6483178494	
Ashleigh	Doe	F	08021973	0		VT	6024724621	
Alex	Doughnut	M	25041998	0		TX	4284835719	
Thomas	Sourdough	M	03041962	0		TX	7985681414	
Ashleigh	Sourdough	F	16101990	0		VT	3455351678	
Thomas	Sourdough	M	12111983	0		TX	2385974039	
Alex	Doe	F	28041927	0		VT	18812724618	
Alex	Doe	F	14091966	0		VT	3036243130	
Carman	Sourdough	F	19091984	0		TX	12454346349	
Alex	Sourdough	M	25061930	0		CA	6327411291	
Alex	Curler	F	06042009	0		VT	16163322827	
Asheley	Doughnut	F	01021922	0		CA	1846713877	
Jim	Sourdough	M	20121987	0		VT	5032947007	
Alex	Crisp	F	02041965	0		IA	2285481775	
Todd	Fryer	M	02082021	0		VT	3328766018	
Carman	Do	F	04072006	0		VT	2322337551	
Alex	Doughnut	F	15121918	0		IA	3747458593	
Ashleigh	Sourdough	F	05091942	0		CA	8204957831	
Thomas	Crisp	M	16091911	0		IA	6413596103	
Alex	Do	F	17082009	0		IA	7964727151	
Jim	Sourdough	M	26112028	0		TX	8364205356	
Asheley	Do	F	03031953	0		VT	3256881858	
Asheley	Curler	F	16051969	0		TX	3081846881	
Lisa	Curler	F	14062029	0		CA	11642872744	
Alex	Dough	F	27121961	0		IA	8515743336	
Lisa	Sourdough	F	14032031	0		VT	7413484029	
Carman	Do	F	18042008	0		CA	13803998131	
Ben	Curler	M	11012001	0		IA	13824008606	
Lisa	Doe	F	15112008	0		TX	2895075928	
Jim	Curler	M	13051984	0		IA	1112354885	
Ben	Doughnut	M	23092030	0		VT	7356573681	
Thomas	Dough	M	13071986	0		IA	6292255735	
Jim	Crisp	M	13011957	0		CA	4554065424	
Asheley	Dough	F	12091984	0		IA	17535845503	
Jim	Curler	M	12032022	0		IA	17727443986	
Lisa	Dough	F	09071962	0		CA	6821723524	
Alex	Do	M	28072007	0		TX	17352483771	
John	Do	M	08042009	0		VT	12744663909	
Ben	Dough	M	19011940	0		TX	7774635589	
Alex	Curler	F	01021935	0		TX	14443306199	
Asheley	Doughnut	F	28071998	0		TX	1686121463	
Todd	Doe	M	20101932	0		VT	5532858406	
Todd	Sourdough	M	15081949	0		CA	16606608509	
Asheley	Doughnut	F	09081915	0		CA	6064628342	
Thomas	Doughnut	M	19111961	0		VT	6886221744	
John	Sourdough	M	25092015	0		VT	5301616203	
Jim	Doughnut	M	30052016	0		CA	3313755827	
Alex	Doe	F	14061927	0		TX	5712963021	
Alex	Doughnut	F	10031924	0		TX	14004521529	
Alex	Doughnut	F	01122019	0		CA	4247644524	
Alex	Curler	M	23101920	0		IA	2721127726	
Lisa	Sourdough	F	26041927	0		TX	18138215628	
Lisa	Sourdough	F	10041998	0		CA	1875851409	
Todd	Sourdough	M	07011939	0		TX	17141502672	
Thomas	Doughnut	M	17051921	0		TX	8066195763	
Thomas	Crisp	M	27021922	0		CA	15326721259	
Alex	Doe	F	27022025	0		VT	3882605171	
Jim	Dough	M	09041971	0		TX	7455096583	
Lisa	Fryer	F	08101981	0		IA	3557675053	
John	Fryer	M	17061961	0		TX	6416163929	
Ben	Doe	M	08021993	0		TX	7792772156	
Alex	Crisp	M	27081999	0		TX	5597531370	
Lisa	Dough	F	25022014	0		IA	3057481347	
Jim	Crisp	M	05111912	0		CA	8694958241	
Thomas	Sourdough	M	31031956	0		CA	4052126970	
Ashleigh	Curler	F	16101933	0		VT	2725418576	
Ashleigh	Doughnut	F	10102016	0		CA	7338212649	
Alex	Curler	M	21102025	0		CA	16135617853	
Carman	Dough	F	19091936	0		IA	11564152714	
Alex	Do	M	17101917	0		VT	16084523725	
Lisa	Dough	F	08112020	0		TX	8791325525	
Thomas	Doe	M	17071942	0		CA	12995238772	
Jim	Curler	M	20081957	0		TX	4096557773	
Carman	Crisp	F	01031960	0		TX	5748646710	
Carman	Crisp	F	09021987	0		CA	7852116865	
Thomas	Do	M	13021913	0		CA	13545453078	
John	Curler	M	09021989	0		IA	6293925075	
Alex	Doe	M	31052022	0		TX	2271048389	
Ashleigh	Doughnut	F	25011928	0		TX	4504616596	
Asheley	Doughnut	F	20012001	0		TX	5325482147	
Thomas	Dough	M	23071952	0		VT	15416757410	
Alex	Fryer	F	19091925	0		CA	6601728736	
Alex	Crisp	F	08112003	0		IA	5065192723	
Ben	Fryer	M	05031970	0		IA	2424071178	
Thomas	Curler	M	03111985	0		IA	3296694356	
Lisa	Do	F	23061970	0		CA	14953916827	
Lisa	Dough	F	04011955	0		IA	7586304575	
Ben	Dough	M	21091921	0		IA	16461458193	
Alex	Curler	F	01082023	0		VT	13827042571	
Jim	Curler	M	20101913	0		VT	4481157118	
Jim	Doughnut	M	15031987	0		IA	1513546932	
Ben	Fryer	M	26031989	0		CA	2645977769	
Alex	Curler	M	26081949	0		IA	17944296091	
Todd	Crisp	M	11071936	0		CA	6726296454	
Lisa	Doe	F	24111915	0		IA	4086257630	
Ashleigh	Sourdough	F	07111993	0		TX	5765947156	
Asheley	Sourdough	F	21081925	0		VT	7498782065	
Jim	Crisp	M	16062004	0		IA	12682172318	
Todd	Sourdough	M	10052016	0		CA	1102355842	
Carman	Doughnut	F	06101942	0		CA	4192207983	
Lisa	Do	F	12111978	0		IA	5333325070	
Jim	Curler	M	25072009	0		IA	6254802758	
Asheley	Sourdough	F	03031993	0		CA	5263252495	
Alex	Doughnut	F	20071998	0		IA	2032215893	
Todd	Dough	M	05081967	0		TX	5094796789	
Jim	Dough	M	05121940	0		TX	1937147047	
Todd	Sourdough	M	21051932	0		IA	3356857357	
John	Doe	M	29091977	0		IA	8084515120	
Alex	Do	F	24032031	0		CA	4784757205	
Asheley	Curler	F	02022004	0		IA	5211757046	
Asheley	Curler	F	06061995	0		VT	6068272647	
John	Do	M	18031925	0		CA	5771364458	
Alex	Curler	M	01122008	0		VT	1813918560	
Ashleigh	Dough	F	01091938	0		TX	4727445411	
Lisa	Curler	F	15071940	0		IA	14677605509	
Carman	Sourdough	F	30072016	0		CA	3177956381	
Jim	Fryer	M	25101938	0		IA	5378256326	
Carman	Do	F	23021964	0		CA	3381294553	
John	Do	M	28091937	0		VT	1337306426	
Ashleigh	Curler	F	27101999	0		CA	2387814069	
Jim	Curler	M	30031926	0		CA	8318145953	
Ashleigh	Fryer	F	13051966	0		IA	2673515885	
Jim	Doe	M	08101956	0		IA	7537296885	
Lisa	Dough	F	15021941	0		CA	13317272546	
Asheley	Curler	F	14052018	0		IA	4854302063	
John	Do	M	16051999	0		TX	11116231966	
Carman	Sourdough	F	05021939	0		CA	1221626613	
John	Curler	M	09021978	0		VT	5404373785	
Ashleigh	Doe	F	12021973	0		TX	4634832997	
Asheley	Curler	F	04101990	0		TX	3421838820	
Asheley	Doughnut	F	19101924	0		CA	2307278443	
Ben	Doughnut	M	08102028	0		CA	1625071999	
John	Dough	M	06051958	0		IA	1153418428	
Thomas	Doughnut	M	10081996	0		CA	8162887784	
Alex	Do	M	17062014	0		TX	15405204115	
John	Doughnut	M	26051970	0		TX	4886323060	
Alex	Fryer	M	04051992	0		CA	2886513107	
Todd	Crisp	M	30011990	0		CA	1081368426	
Carman	Sourdough	F	02021997	0		IA	8308361629	
Carman	Dough	F	17011978	0		CA	7436665587	
